original_path	mtime_epoch	size_bytes	classification	destination
Outputs/moltbook/2026-05-17-113231-edt-summary.json	1779031952	316	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-113231-edt-summary.json
Outputs/moltbook/2026-05-17-120220-edt-agents-dm-requests.headers.txt	1779033741	421	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120220-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-120220-edt-agents-dm-requests.json	1779033741	437	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120220-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-120220-edt-home.headers.txt	1779033741	421	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120220-edt-home.headers.txt
Outputs/moltbook/2026-05-17-120220-edt-home.json	1779033741	423	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120220-edt-home.json
Outputs/moltbook/2026-05-17-120220-edt-notifications.headers.txt	1779033741	421	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120220-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-120220-edt-notifications.json	1779033741	432	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120220-edt-notifications.json
Outputs/moltbook/2026-05-17-120220-edt-summary.json	1779033741	2114	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120220-edt-summary.json
Outputs/moltbook/2026-05-17-120239-edt-agents-dm-requests.headers.txt	1779033760	499	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-120239-edt-agents-dm-requests.json	1779033760	1468	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-120239-edt-codi-moltbook-reply-watcher.md	1779033783	996	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-120239-edt-home.headers.txt	1779033760	499	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-home.headers.txt
Outputs/moltbook/2026-05-17-120239-edt-home.json	1779033760	2294	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-home.json
Outputs/moltbook/2026-05-17-120239-edt-notifications.headers.txt	1779033760	499	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-120239-edt-notifications.json	1779033760	1083	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-notifications.json
Outputs/moltbook/2026-05-17-120239-edt-summary.json	1779033760	7093	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-summary.json
Outputs/moltbook/2026-05-17-120239-edt-watcher-report.json	1779033783	1710	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-120239-edt-watcher-report.json
Outputs/moltbook/2026-05-17-1230-edt-codi-moltbook-reply-watcher.md	1779035480	1769	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-1230-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-130000-edt-agents-dm-requests.json	1779037272	287	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-130000-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-130000-edt-codi-moltbook-reply-watcher.md	1779037312	916	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-130000-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-130000-edt-home.json	1779037271	2488	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-130000-edt-home.json
Outputs/moltbook/2026-05-17-130000-edt-notifications.json	1779037272	1336	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-130000-edt-notifications.json
Outputs/moltbook/2026-05-17-130000-edt-summary.json	1779037312	407	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-130000-edt-summary.json
Outputs/moltbook/2026-05-17-133146-edt-codi-moltbook-reply-watcher.md	1779039107	451	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-133146-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-133146-edt-dm_requests.headers.txt	1779039107	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-133146-edt-dm_requests.headers.txt
Outputs/moltbook/2026-05-17-133146-edt-dm_requests.json	1779039107	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-133146-edt-dm_requests.json
Outputs/moltbook/2026-05-17-133146-edt-home.headers.txt	1779039106	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-133146-edt-home.headers.txt
Outputs/moltbook/2026-05-17-133146-edt-home.json	1779039106	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-133146-edt-home.json
Outputs/moltbook/2026-05-17-133146-edt-notifications.headers.txt	1779039107	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-133146-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-133146-edt-notifications.json	1779039107	1073	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-133146-edt-notifications.json
Outputs/moltbook/2026-05-17-133146-edt-summary.json	1779039107	456	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-133146-edt-summary.json
Outputs/moltbook/2026-05-17-140000-edt-codi-moltbook-reply-watcher.md	1779040892	1042	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-140000-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-140000-edt-dm_requests.headers.txt	1779040857	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-140000-edt-dm_requests.headers.txt
Outputs/moltbook/2026-05-17-140000-edt-dm_requests.json	1779040857	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-140000-edt-dm_requests.json
Outputs/moltbook/2026-05-17-140000-edt-home.headers.txt	1779040847	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-140000-edt-home.headers.txt
Outputs/moltbook/2026-05-17-140000-edt-home.json	1779040847	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-140000-edt-home.json
Outputs/moltbook/2026-05-17-140000-edt-notifications.headers.txt	1779040867	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-140000-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-140000-edt-notifications.json	1779040867	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-140000-edt-notifications.json
Outputs/moltbook/2026-05-17-140000-edt-summary.json	1779040892	707	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-140000-edt-summary.json
Outputs/moltbook/2026-05-17-150228-edt-agents-dm-requests.headers.txt	1779044549	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-150228-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-150228-edt-agents-dm-requests.json	1779044549	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-150228-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-150228-edt-codi-moltbook-reply-watcher.md	1779044585	1706	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-150228-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-150228-edt-home.headers.txt	1779044549	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-150228-edt-home.headers.txt
Outputs/moltbook/2026-05-17-150228-edt-home.json	1779044549	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-150228-edt-home.json
Outputs/moltbook/2026-05-17-150228-edt-notifications.headers.txt	1779044549	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-150228-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-150228-edt-notifications.json	1779044549	1087	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-150228-edt-notifications.json
Outputs/moltbook/2026-05-17-153044-edt-codi-moltbook-reply-watcher.md	1779046282	2567	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-153044-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-160000-edt-codi-moltbook-reply-watcher.md	1779048117	2567	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-160000-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-163104-edt-codi-moltbook-reply-watcher.md	1779049885	1902	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-163104-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-170000-edt-codi-moltbook-reply-watcher.md	1779051706	2567	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-170000-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-1730-edt-codi-moltbook-reply-watcher.md	1779053483	1264	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-1730-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-180206-edt-codi-moltbook-reply-watcher.md	1779055366	1791	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-180206-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-183059-edt-agents-dm-requests.headers.txt	1779057060	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-183059-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-183059-edt-agents-dm-requests.json	1779057060	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-183059-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-183059-edt-codi-moltbook-reply-watcher.md	1779057103	1544	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-183059-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-183059-edt-home.headers.txt	1779057060	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-183059-edt-home.headers.txt
Outputs/moltbook/2026-05-17-183059-edt-home.json	1779057060	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-183059-edt-home.json
Outputs/moltbook/2026-05-17-183059-edt-notifications.headers.txt	1779057060	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-183059-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-183059-edt-notifications.json	1779057060	1069	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-183059-edt-notifications.json
Outputs/moltbook/2026-05-17-190128-edt-agents-dm-requests.headers.txt	1779058889	485	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-190128-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-190128-edt-agents-dm-requests.json	1779058889	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-190128-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-190128-edt-codi-moltbook-reply-watcher.md	1779058889	1475	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-190128-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-190128-edt-home.headers.txt	1779058889	487	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-190128-edt-home.headers.txt
Outputs/moltbook/2026-05-17-190128-edt-home.json	1779058889	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-190128-edt-home.json
Outputs/moltbook/2026-05-17-190128-edt-notifications.headers.txt	1779058889	487	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-190128-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-190128-edt-notifications.json	1779058889	1088	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-190128-edt-notifications.json
Outputs/moltbook/2026-05-17-190128-edt-summary.json	1779058889	1279	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-190128-edt-summary.json
Outputs/moltbook/2026-05-17-1930-edt-codi-moltbook-reply-watcher.md	1779060709	1676	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-1930-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-200118-edt-agents-dm-requests.headers.txt	1779062479	484	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-200118-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-200118-edt-agents-dm-requests.json	1779062479	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-200118-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-200118-edt-audio-unavailable.txt	1779062510	106	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-200118-edt-audio-unavailable.txt
Outputs/moltbook/2026-05-17-200118-edt-codi-moltbook-reply-watcher.md	1779062480	1102	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-200118-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-200118-edt-home.headers.txt	1779062479	486	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-200118-edt-home.headers.txt
Outputs/moltbook/2026-05-17-200118-edt-home.json	1779062479	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-200118-edt-home.json
Outputs/moltbook/2026-05-17-200118-edt-notifications.headers.txt	1779062480	486	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-200118-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-200118-edt-notifications.json	1779062480	1069	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-200118-edt-notifications.json
Outputs/moltbook/2026-05-17-203117-edt-agents-dm-requests.headers.txt	1779064278	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-203117-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-203117-edt-agents-dm-requests.json	1779064278	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-203117-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-203117-edt-codi-moltbook-reply-watcher.md	1779064309	1392	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-203117-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-203117-edt-home.headers.txt	1779064278	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-203117-edt-home.headers.txt
Outputs/moltbook/2026-05-17-203117-edt-home.json	1779064278	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-203117-edt-home.json
Outputs/moltbook/2026-05-17-203117-edt-notifications.headers.txt	1779064279	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-203117-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-203117-edt-notifications.json	1779064279	1088	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-203117-edt-notifications.json
Outputs/moltbook/2026-05-17-2102-edt-codi-moltbook-reply-watcher.md	1779066174	309	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2102-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-2102-edt-summary.json	1779066174	1666	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2102-edt-summary.json
Outputs/moltbook/2026-05-17-2102-edt-watcher-report.json	1779066174	466	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2102-edt-watcher-report.json
Outputs/moltbook/2026-05-17-213000-edt-agents-dm-requests.headers.txt	1779067890	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-213000-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-213000-edt-agents-dm-requests.json	1779067890	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-213000-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-213000-edt-codi-moltbook-reply-watcher.md	1779067921	1440	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-213000-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-213000-edt-home.headers.txt	1779067890	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-213000-edt-home.headers.txt
Outputs/moltbook/2026-05-17-213000-edt-home.json	1779067890	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-213000-edt-home.json
Outputs/moltbook/2026-05-17-213000-edt-notifications.headers.txt	1779067891	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-213000-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-213000-edt-notifications.json	1779067891	1083	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-213000-edt-notifications.json
Outputs/moltbook/2026-05-17-220117-edt-agents-dm-requests.headers.txt	1779069681	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-220117-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-220117-edt-agents-dm-requests.json	1779069681	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-220117-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-220117-edt-codi-moltbook-reply-watcher.md	1779069697	1434	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-220117-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-220117-edt-home.headers.txt	1779069680	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-220117-edt-home.headers.txt
Outputs/moltbook/2026-05-17-220117-edt-home.json	1779069680	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-220117-edt-home.json
Outputs/moltbook/2026-05-17-220117-edt-notifications.headers.txt	1779069681	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-220117-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-220117-edt-notifications.json	1779069681	1088	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-220117-edt-notifications.json
Outputs/moltbook/2026-05-17-223100-edt-agents-dm-requests.headers.txt	1779071464	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-223100-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-223100-edt-agents-dm-requests.json	1779071464	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-223100-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-223100-edt-codi-moltbook-reply-watcher.md	1779071511	1434	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-223100-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-223100-edt-home.headers.txt	1779071463	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-223100-edt-home.headers.txt
Outputs/moltbook/2026-05-17-223100-edt-home.json	1779071463	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-223100-edt-home.json
Outputs/moltbook/2026-05-17-223100-edt-notifications.headers.txt	1779071465	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-223100-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-223100-edt-notifications.json	1779071465	1088	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-223100-edt-notifications.json
Outputs/moltbook/2026-05-17-230101-edt-agents-dm-requests.json	1779073298	229	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-230101-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-230101-edt-codi-moltbook-reply-watcher.md	1779073298	1204	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-230101-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-230101-edt-home.json	1779073298	2215	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-230101-edt-home.json
Outputs/moltbook/2026-05-17-230101-edt-notifications.json	1779073298	1089	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-230101-edt-notifications.json
Outputs/moltbook/2026-05-17-2330-edt-agents-dm-requests.headers.txt	1779075084	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2330-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-17-2330-edt-agents-dm-requests.json	1779075084	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2330-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-17-2330-edt-codi-moltbook-reply-watcher.md	1779075116	1439	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2330-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-17-2330-edt-home.headers.txt	1779075074	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2330-edt-home.headers.txt
Outputs/moltbook/2026-05-17-2330-edt-home.json	1779075074	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2330-edt-home.json
Outputs/moltbook/2026-05-17-2330-edt-notifications.headers.txt	1779075094	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2330-edt-notifications.headers.txt
Outputs/moltbook/2026-05-17-2330-edt-notifications.json	1779075094	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-2330-edt-notifications.json
Outputs/moltbook/2026-05-17-codi-moltbook-curiosity-pulse.md	1779055453	3199	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-codi-moltbook-curiosity-pulse.md
Outputs/moltbook/2026-05-17-codi-moltbook-daily-report.md	1779065227	2971	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-codi-moltbook-daily-report.md
Outputs/moltbook/2026-05-17-codi-moltbook-daily-review.md	1779064406	3609	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-codi-moltbook-daily-review.md
Outputs/moltbook/2026-05-17-curiosity-pulse.md	1779033887	1691	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17-curiosity-pulse.md
Outputs/moltbook/2026-05-17_moltbook_reply_watcher.md	1779042684	1016	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-17_moltbook_reply_watcher.md
Outputs/moltbook/2026-05-18-0001-edt-codi-moltbook-reply-watcher.md	1779076974	2000	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0001-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-0030-edt-codi-moltbook-reply-watcher.md	1779078710	4694	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0030-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-0100-edt-agents-dm-check.headers.txt	1779080451	496	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-agents-dm-check.headers.txt
Outputs/moltbook/2026-05-18-0100-edt-agents-dm-check.json	1779080451	313	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-agents-dm-check.json
Outputs/moltbook/2026-05-18-0100-edt-agents-dm-conversations.headers.txt	1779080451	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-agents-dm-conversations.headers.txt
Outputs/moltbook/2026-05-18-0100-edt-agents-dm-conversations.json	1779080451	1171	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-agents-dm-conversations.json
Outputs/moltbook/2026-05-18-0100-edt-agents-dm-requests.headers.txt	1779080451	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-0100-edt-agents-dm-requests.json	1779080451	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-0100-edt-codi-moltbook-reply-watcher.md	1779080472	1860	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-0100-edt-home.headers.txt	1779080451	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-home.headers.txt
Outputs/moltbook/2026-05-18-0100-edt-home.json	1779080451	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-home.json
Outputs/moltbook/2026-05-18-0100-edt-notifications.headers.txt	1779080451	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-0100-edt-notifications.json	1779080451	1069	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-0100-edt-notifications.json
Outputs/moltbook/2026-05-18-013131-edt-codi-moltbook-reply-watcher.md	1779082315	2021	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-013131-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-020140-edt-agents-dm-check.headers.txt	1779084102	486	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-020140-edt-agents-dm-check.headers.txt
Outputs/moltbook/2026-05-18-020140-edt-agents-dm-check.json	1779084102	299	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-020140-edt-agents-dm-check.json
Outputs/moltbook/2026-05-18-020140-edt-agents-dm-conversations.headers.txt	1779084102	487	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-020140-edt-agents-dm-conversations.headers.txt
Outputs/moltbook/2026-05-18-020140-edt-agents-dm-conversations.json	1779084102	1171	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-020140-edt-agents-dm-conversations.json
Outputs/moltbook/2026-05-18-020140-edt-agents-dm-requests.headers.txt	1779084101	485	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-020140-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-020140-edt-agents-dm-requests.json	1779084101	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-020140-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-020140-edt-codi-moltbook-reply-watcher.md	1779084127	1866	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-020140-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-020140-edt-home.headers.txt	1779084101	487	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-020140-edt-home.headers.txt
