original_path	mtime_epoch	size_bytes	classification	destination
Outputs/moltbook/2026-05-18-113151-edt-codi-moltbook-reply-watcher.md	1779118362	1907	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-113151-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-113151-edt-home.headers.txt	1779118322	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-113151-edt-home.headers.txt
Outputs/moltbook/2026-05-18-113151-edt-home.json	1779118322	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-113151-edt-home.json
Outputs/moltbook/2026-05-18-113151-edt-home.status.txt	1779118322	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-113151-edt-home.status.txt
Outputs/moltbook/2026-05-18-113151-edt-notifications.headers.txt	1779118343	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-113151-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-113151-edt-notifications.json	1779118343	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-113151-edt-notifications.json
Outputs/moltbook/2026-05-18-113151-edt-notifications.status.txt	1779118343	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-113151-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-1204-edt-agents-dm-requests.headers.txt	1779120328	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-1204-edt-agents-dm-requests.json	1779120328	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-1204-edt-agents-dm-requests.status.txt	1779120328	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-1204-edt-codi-moltbook-reply-watcher.md	1779120358	1892	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-1204-edt-home.headers.txt	1779120318	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-home.headers.txt
Outputs/moltbook/2026-05-18-1204-edt-home.json	1779120318	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-home.json
Outputs/moltbook/2026-05-18-1204-edt-home.status.txt	1779120318	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-home.status.txt
Outputs/moltbook/2026-05-18-1204-edt-notifications.headers.txt	1779120338	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-1204-edt-notifications.json	1779120338	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-notifications.json
Outputs/moltbook/2026-05-18-1204-edt-notifications.status.txt	1779120338	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1204-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-1230-edt-agents-dm-requests.headers.txt	1779121884	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1230-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-1230-edt-agents-dm-requests.json	1779121884	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1230-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-1230-edt-codi-moltbook-reply-watcher.md	1779121934	2039	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1230-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-1230-edt-home.headers.txt	1779121873	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1230-edt-home.headers.txt
Outputs/moltbook/2026-05-18-1230-edt-home.json	1779121873	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1230-edt-home.json
Outputs/moltbook/2026-05-18-1230-edt-notifications.headers.txt	1779121894	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1230-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-1230-edt-notifications.json	1779121894	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1230-edt-notifications.json
Outputs/moltbook/2026-05-18-130126-edt-codi-moltbook-reply-watcher.md	1779123742	2154	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-130126-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-133056-edt-codi-moltbook-reply-watcher.md	1779125502	1024	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-133056-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-140038-edt-agents-dm-requests.headers.txt	1779127259	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-140038-edt-agents-dm-requests.json	1779127259	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-140038-edt-agents-dm-requests.status.txt	1779127259	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-140038-edt-codi-moltbook-reply-watcher.md	1779127305	1835	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-140038-edt-home.headers.txt	1779127248	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-home.headers.txt
Outputs/moltbook/2026-05-18-140038-edt-home.json	1779127248	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-home.json
Outputs/moltbook/2026-05-18-140038-edt-home.status.txt	1779127248	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-home.status.txt
Outputs/moltbook/2026-05-18-140038-edt-notifications.headers.txt	1779127269	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-140038-edt-notifications.json	1779127269	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-notifications.json
Outputs/moltbook/2026-05-18-140038-edt-notifications.status.txt	1779127269	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-140038-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-143103-edt-agents-dm-requests.json	1779129084	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-143103-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-143103-edt-agents-dm-requests.status.txt	1779129084	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-143103-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-143103-edt-codi-moltbook-reply-watcher.md	1779129119	1632	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-143103-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-143103-edt-home.json	1779129074	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-143103-edt-home.json
Outputs/moltbook/2026-05-18-143103-edt-home.status.txt	1779129074	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-143103-edt-home.status.txt
Outputs/moltbook/2026-05-18-143103-edt-notifications.json	1779129095	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-143103-edt-notifications.json
Outputs/moltbook/2026-05-18-143103-edt-notifications.status.txt	1779129095	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-143103-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-1501-edt-agents-dm-requests.json	1779130959	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1501-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-1501-edt-agents-dm-requests.status.txt	1779130959	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1501-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-1501-edt-codi-moltbook-reply-watcher.md	1779131006	1612	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1501-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-1501-edt-home.json	1779130949	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1501-edt-home.json
Outputs/moltbook/2026-05-18-1501-edt-home.status.txt	1779130949	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1501-edt-home.status.txt
Outputs/moltbook/2026-05-18-1501-edt-notifications.json	1779130970	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1501-edt-notifications.json
Outputs/moltbook/2026-05-18-1501-edt-notifications.status.txt	1779130970	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1501-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-153143-edt-agents-dm-requests.headers.txt	1779132724	401	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-153143-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-153143-edt-agents-dm-requests.json	1779132724	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-153143-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-153143-edt-codi-moltbook-reply-watcher.md	1779132744	1508	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-153143-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-153143-edt-home.headers.txt	1779132714	401	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-153143-edt-home.headers.txt
Outputs/moltbook/2026-05-18-153143-edt-home.json	1779132714	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-153143-edt-home.json
Outputs/moltbook/2026-05-18-153143-edt-notifications.headers.txt	1779132744	401	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-153143-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-153143-edt-notifications.json	1779132744	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-153143-edt-notifications.json
Outputs/moltbook/2026-05-18-1600-edt-agents-dm-requests.headers.txt	1779134487	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1600-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-1600-edt-agents-dm-requests.json	1779134487	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1600-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-1600-edt-codi-moltbook-reply-watcher.md	1779134528	1764	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1600-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-1600-edt-home.headers.txt	1779134476	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1600-edt-home.headers.txt
Outputs/moltbook/2026-05-18-1600-edt-home.json	1779134476	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1600-edt-home.json
Outputs/moltbook/2026-05-18-1600-edt-notifications.headers.txt	1779134497	415	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1600-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-1600-edt-notifications.json	1779134497	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1600-edt-notifications.json
Outputs/moltbook/2026-05-18-1600-edt-summary.json	1779134497	823	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1600-edt-summary.json
Outputs/moltbook/2026-05-18-163030-edt-codi-moltbook-reply-watcher.md	1779136315	1674	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-163030-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-1700-edt-agents-dm-requests.headers.txt	1779138074	409	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-1700-edt-agents-dm-requests.json	1779138074	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-1700-edt-agents-dm-requests.status.txt	1779138074	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-1700-edt-codi-moltbook-reply-watcher.md	1779138117	1764	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-1700-edt-home.headers.txt	1779138064	409	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-home.headers.txt
Outputs/moltbook/2026-05-18-1700-edt-home.json	1779138064	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-home.json
Outputs/moltbook/2026-05-18-1700-edt-home.status.txt	1779138064	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-home.status.txt
Outputs/moltbook/2026-05-18-1700-edt-notifications.headers.txt	1779138085	409	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-1700-edt-notifications.json	1779138085	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-notifications.json
Outputs/moltbook/2026-05-18-1700-edt-notifications.status.txt	1779138085	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-1700-edt-summary.json	1779138085	1534	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-1700-edt-summary.json
Outputs/moltbook/2026-05-18-173127-edt-agents-dm-requests.headers.txt	1779139912	409	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-173127-edt-agents-dm-requests.json	1779139912	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-173127-edt-agents-dm-requests.status.txt	1779139912	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-173127-edt-codi-moltbook-reply-watcher.md	1779139933	1496	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-173127-edt-home.headers.txt	1779139900	409	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-home.headers.txt
Outputs/moltbook/2026-05-18-173127-edt-home.json	1779139900	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-home.json
Outputs/moltbook/2026-05-18-173127-edt-home.status.txt	1779139900	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-home.status.txt
Outputs/moltbook/2026-05-18-173127-edt-notifications.headers.txt	1779139922	409	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-173127-edt-notifications.json	1779139922	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-notifications.json
Outputs/moltbook/2026-05-18-173127-edt-notifications.status.txt	1779139922	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-173127-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-check.headers.txt	1779141816	408	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-check.headers.txt
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-check.json	1779141816	140	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-check.json
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-check.status.txt	1779141816	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-check.status.txt
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-conversations.headers.txt	1779141826	408	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-conversations.headers.txt
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-conversations.json	1779141826	148	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-conversations.json
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-conversations.status.txt	1779141826	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-conversations.status.txt
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-requests.headers.txt	1779141795	408	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-requests.json	1779141795	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-180254-edt-agents-dm-requests.status.txt	1779141795	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-180254-edt-codi-moltbook-reply-watcher.md	1779141869	1806	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-180254-edt-home.headers.txt	1779141785	408	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-home.headers.txt
Outputs/moltbook/2026-05-18-180254-edt-home.json	1779141785	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-home.json
Outputs/moltbook/2026-05-18-180254-edt-home.status.txt	1779141785	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-home.status.txt
Outputs/moltbook/2026-05-18-180254-edt-notifications.headers.txt	1779141805	408	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-180254-edt-notifications.json	1779141805	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-notifications.json
Outputs/moltbook/2026-05-18-180254-edt-notifications.status.txt	1779141805	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-180254-edt-summary.json	1779141826	2068	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-180254-edt-summary.json
Outputs/moltbook/2026-05-18-183000-edt-agents-dm-requests.headers.txt	1779143497	408	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-183000-edt-agents-dm-requests.json	1779143497	143	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-183000-edt-agents-dm-requests.status.txt	1779143497	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-183000-edt-codi-moltbook-reply-watcher.md	1779143517	1513	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-183000-edt-home.headers.txt	1779143487	408	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-home.headers.txt
Outputs/moltbook/2026-05-18-183000-edt-home.json	1779143487	129	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-home.json
Outputs/moltbook/2026-05-18-183000-edt-home.status.txt	1779143487	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-home.status.txt
Outputs/moltbook/2026-05-18-183000-edt-notifications.headers.txt	1779143507	408	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-183000-edt-notifications.json	1779143507	138	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-notifications.json
Outputs/moltbook/2026-05-18-183000-edt-notifications.status.txt	1779143507	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-183000-edt-summary.json	1779143507	838	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-183000-edt-summary.json
Outputs/moltbook/2026-05-18-193000-edt-agents-dm-requests.headers.txt	1779147084	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-193000-edt-agents-dm-requests.json	1779147084	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-193000-edt-agents-dm-requests.status.txt	1779147084	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-193000-edt-codi-moltbook-reply-watcher.md	1779147097	1551	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-193000-edt-home.headers.txt	1779147084	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-home.headers.txt
Outputs/moltbook/2026-05-18-193000-edt-home.json	1779147084	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-home.json
Outputs/moltbook/2026-05-18-193000-edt-home.status.txt	1779147084	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-home.status.txt
Outputs/moltbook/2026-05-18-193000-edt-notifications.headers.txt	1779147085	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-notifications.headers.txt
Outputs/moltbook/2026-05-18-193000-edt-notifications.json	1779147085	1083	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-notifications.json
Outputs/moltbook/2026-05-18-193000-edt-notifications.status.txt	1779147085	4	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-193000-edt-summary.json	1779147085	6859	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-193000-edt-summary.json
Outputs/moltbook/2026-05-18-200000-edt-codi-moltbook-reply-watcher.md	1779148964	1662	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-200000-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-203111-edt-agents-dm-requests.json	1779150672	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-203111-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-203111-edt-agents-dm-requests.status.txt	1779150672	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-203111-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-203111-edt-codi-moltbook-reply-watcher.md	1779150687	1551	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-203111-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-203111-edt-home.json	1779150672	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-203111-edt-home.json
Outputs/moltbook/2026-05-18-203111-edt-home.status.txt	1779150672	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-203111-edt-home.status.txt
Outputs/moltbook/2026-05-18-203111-edt-notifications.json	1779150672	1087	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-203111-edt-notifications.json
Outputs/moltbook/2026-05-18-203111-edt-notifications.status.txt	1779150672	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-203111-edt-notifications.status.txt
Outputs/moltbook/2026-05-18-203111-edt-summary.json	1779150672	978	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-203111-edt-summary.json
Outputs/moltbook/2026-05-18-210228-edt-codi-moltbook-reply-watcher.md	1779152570	7794	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-210228-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-213034-edt-home.status.txt	1779154234	0	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213034-edt-home.status.txt
Outputs/moltbook/2026-05-18-213052-edt-home.headers.txt	1779154253	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213052-edt-home.headers.txt
Outputs/moltbook/2026-05-18-213052-edt-home.json	1779154253	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213052-edt-home.json
Outputs/moltbook/2026-05-18-213052-edt-home.status.txt	1779154253	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213052-edt-home.status.txt
Outputs/moltbook/2026-05-18-213104-edt-agents-dm-requests.headers.txt	1779154266	495	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213104-edt-agents-dm-requests.headers.txt
Outputs/moltbook/2026-05-18-213104-edt-agents-dm-requests.json	1779154266	228	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213104-edt-agents-dm-requests.json
Outputs/moltbook/2026-05-18-213104-edt-agents-dm-requests.status.txt	1779154266	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213104-edt-agents-dm-requests.status.txt
Outputs/moltbook/2026-05-18-213104-edt-codi-moltbook-reply-watcher.md	1779154290	2073	stale watcher artifact	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213104-edt-codi-moltbook-reply-watcher.md
Outputs/moltbook/2026-05-18-213104-edt-home.headers.txt	1779154265	497	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213104-edt-home.headers.txt
Outputs/moltbook/2026-05-18-213104-edt-home.json	1779154265	2214	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213104-edt-home.json
Outputs/moltbook/2026-05-18-213104-edt-home.status.txt	1779154265	3	stale report	cleanup-staging/2026-05-23/files/Outputs/moltbook/2026-05-18-213104-edt-home.status.txt
